Name,Text
TID_MISSION_0_86_OBJECTIVE,Go talk to Neil in the weapon shop in Northern Warehouse.
TID_MISSION_0_86_RECEIVING_MESSAGE,"Hah. Men and their toys. I almost thought that the Hooligans had held up the shop or something. But nooooo, it's just boys being boys. Sheesh."
TID_MISSION_0_87,Am I Bugging You?
TID_MISSION_0_87_OBJECTIVE,Plant a bug in the Labycore warehouse in Southern Warehouse.
TID_MISSION_0_87_RECEIVING_MESSAGE,"Heh. Smooth. Now all we gotta do is tune in, an' we'll find out what Labycore wants their favorite lapdogs, the Mad Dogs, to do. Easy, an' oddly satisfying."
TID_MISSION_0_88,Open Sesame
TID_MISSION_0_88_OBJECTIVE,"We need a faster way to bring in munitions to support our attack on the Power Plant. There's a helipad to the south, but the bridge leading there is closed off. Hack into the Labycore transport system to get the gate codes."
TID_MISSION_0_88_RECEIVING_MESSAGE,> Duke: Good job! They won't be able to close the gate again without calling in a technician. Now we can take over the helipad.
TID_MISSION_0_88_TASK_0,Hack computer
TID_MISSION_0_89,Zeroing on Zegor
TID_MISSION_0_89_OBJECTIVE,"Shut down the communications mainframe on the Western Power Plant yard, and then eliminate Chief Engineer Zegor."
TID_MISSION_0_89_RECEIVING_MESSAGE,You truly are a hero! The citizens of Dawnbreak Isle owe you their thanks.
TID_MISSION_0_89_TASK_0,Communications Mainframe Destroyed
TID_MISSION_0_89_TASK_1,Zegor Brought to Justice!
TID_MISSION_0_9,"Rebel, Rebel"
TID_MISSION_0_9_OBJECTIVE,Talk to Hyman in Rebel Camp.
TID_MISSION_0_9_RECEIVING_MESSAGE,"Welcome to the outskirts of Dawnbreak City. Labycore does not have a lot of presence here but their gangs unfortunately do.\nThis is one of the biggest Resistance bases on Dawnbreak Isle. The base may not look like much, but it packs more punch than you'd think.\n"
TID_MISSION_0_90,OLD MiniMission3
TID_MISSION_0_91,Hone Your Skills
TID_MISSION_0_91_OBJECTIVE,Meet Curtis the skill trainer in Southern Warehouse.
TID_MISSION_0_91_RECEIVING_MESSAGE,There you go! Learning and using skills is just as important as having good weapons and equipment.
TID_MISSION_0_92,A Beau in Distress
TID_MISSION_0_92_OBJECTIVE,"Save Amador and eliminate the Sewer Voodoo leader, Akirun."
TID_MISSION_0_92_RECEIVING_MESSAGE,"Hooray! Me man is safe! And it's all thanks to you! We'll give you a discount in our shop, yessir we will!"
TID_MISSION_0_92_TALK_TASK_1,Please help me! The Voodoos leader Akirun locked me in here!
TID_MISSION_0_92_TASK_0,Akirun Pacified
TID_MISSION_0_92_TASK_1,Amador Rescued
TID_MISSION_0_92_TASK_2,Key Card Looted
TID_MISSION_0_93,Super Octane
TID_MISSION_0_93_OBJECTIVE,Escort Nilda and help her steal some 'super gas'.
TID_MISSION_0_93_RECEIVING_MESSAGE,"Good work. If this super gas is the real deal, it shouldn't take us that long to manufacture some of our own."
TID_MISSION_0_93_TALK_TASK_0,Are you a friend of Ramon? Good. There are some tough looking guys patrolling the place. And be on the lookout for snipers. And watch where you step. And be quiet.
TID_MISSION_0_93_TASK_0,Escort Nilda
TID_MISSION_0_93_TASK_1,Super Gas!
TID_MISSION_0_94,Bang Up Job
TID_MISSION_0_94_OBJECTIVE,Break five crates lying on the road in Northern Warehouse
TID_MISSION_0_94_RECEIVING_MESSAGE,"Fine job you did there. Fine job. Not that smashing some crates is *that* hard, but fine job nonetheless!"
TID_MISSION_0_95,Solar Power!
TID_MISSION_0_95_OBJECTIVE,Destroy Prototype Spiderbot and download blueprints for the bot in New Moscow Street.
TID_MISSION_0_95_RECEIVING_MESSAGE,"What? They've already began mass producing the solar power bots? This is bad. Very bad.\nThanks for the blueprints, though - we'll see if we can use them to come up with a more... permanent solution."
TID_MISSION_0_95_TASK_0,Droid Blueprints Downloaded
TID_MISSION_0_95_TASK_1,Prototype Spiderbot Destroyed
TID_MISSION_0_96,Maze Hunt
TID_MISSION_0_96_OBJECTIVE,Eliminate Club Flesh members in South Park Garden.
TID_MISSION_0_96_RECEIVING_MESSAGE,"I don't know how much you know about those Club Flesh creeps, but those maniacs deserve nothing less than a painful death filled with suffering and agony. And pain."
TID_MISSION_0_97,Prison Brutality
TID_MISSION_0_97_OBJECTIVE,"Help us! A guard is beating my friend to death, asking him questions he has no answers to!"
TID_MISSION_0_97_RECEIVING_MESSAGE,"My friend is dead?! Noooo! Damn you Labycore and Sid Lovens, you lying bastard!"
TID_MISSION_0_98,You're Gonna Be Okay
TID_MISSION_0_98_OBJECTIVE,"After the prison alarm went off, this whole place went into lockdown. To open the gates and escape you need to access the gate controller.\n\nThe path to the gates leads through the woods. Be careful of guard patrols!"
TID_MISSION_0_98_RECEIVING_MESSAGE,"Good work. Here, take these grenades."
TID_MISSION_0_99,MISSION: Introduction
TID_MISSION_0_99_OBJECTIVE,"Welcome to Dawnbreak! Here you'll have a job and a happy, fulfilling life. Guaranteed!"
TID_MISSION_0_99_RECEIVING_MESSAGE,Yes! Finally a good candidate. I'm assigning you to Security. You wouldn't believe the kind of scum we get around here!
TID_MISSION_0_123_OBJECTIVE,"The Raiders are the biggest customers of this island's greatest shame, the slave trade. Slaves are made to fight each other in underground pits until they become as cruel as their masters. Put an end to this evil."
TID_MISSION_0_123_RECEIVING_MESSAGE,Thank you for stopping Slavemaster. You're truly a hero of Paradise Island.
TID_MISSION_0_123_TASK_0,Defeat Slavemaster
TID_MISSION_0_123,Slavemaster
TID_MISSION_0_124_OBJECTIVE,Our attack on the power plant can only succeed if someone gets inside the compound and opens the gates from there.\n\nThere's something very odd about the tunnel that we discovered. Find out what you can about it!
TID_MISSION_0_124_RECEIVING_MESSAGE,"> Robert: Abyssos Energy & Landscaping? I know Abyssos, they're the shady Labycore subcontractor who built this plant. But what's this about Landscaping?"
TID_MISSION_0_124_TASK_0,Investigate Cavern
TID_MISSION_0_124,Cave Story
TID_MISSION_0_125_OBJECTIVE,"> Robert: All right, we're in business. First of all, I want you to disable security systems in the Northern sector of the plant."
TID_MISSION_0_125_RECEIVING_MESSAGE,> Robert: Great job! The security gates are open and we can move to our next objective.
TID_MISSION_0_125_TASK_0,Turn off security systems
TID_MISSION_0_125,Big Brother is Blind
TID_MISSION_0_126_OBJECTIVE,"Ok, you've made it far enough that I'm going to confide in you. We're going to destroy the Power Plant, not take it over.\n\nLet's get going. You need to turn off the magnetic field generator in the Northern sector of the plant."
TID_MISSION_0_126_RECEIVING_MESSAGE,"Good job. It'll take days to recharge those capacitors... and once we sabotage the plant's cooling, a chain reaction and meltdown is going to be inevitable."
TID_MISSION_0_126_TASK_0,Turn off field generator
TID_MISSION_0_126,High Stakes
TID_MISSION_0_127_OBJECTIVE,"> Robert: Cut power to the plant's cooling. Think of it like lighting a fuse - after you're done, the clock will be ticking. Are you ready for this?"
TID_MISSION_0_127_RECEIVING_MESSAGE,"> Robert: All right. If you have any reservations about what we're doing, forget about them. There's no going back now."
TID_MISSION_0_127_TASK_0,Turn off power to Power Plant cooling
TID_MISSION_0_127,Meltdown
TID_MISSION_0_128_OBJECTIVE,> Robert: We need to make sure that the cooling systems don't get back online. Take out the maintenance supervisor! I doubt the regular service guys will risk their lives for the power plant.
TID_MISSION_0_128_RECEIVING_MESSAGE,"> Robert: I know it was a dirty job, but someone had to do it."
TID_MISSION_0_128_TASK_0,Prevent Repairs
TID_MISSION_0_128,Out Of Service
TID_MISSION_0_129_OBJECTIVE,"> Robert: According to our information, the head of Abyssos Research is in the plant right now. He is a secondary target, but an important one. Take him out if you can!"
TID_MISSION_0_129_RECEIVING_MESSAGE,> Robert: Good job! This will slow down their R&D considerably.
TID_MISSION_0_129_TASK_0,Eliminate Researcher
TID_MISSION_0_129,Contractor
TID_MISSION_0_130_OBJECTIVE,> Robert: Here's a target of opportunity. Abyssos has been conducting research on a new type of fuel cell inside the plant facilities. Steal their research if you run across it.
TID_MISSION_0_130_RECEIVING_MESSAGE,"> Robert: Fantastic job! Now we'll know what capabilities to expect from Labycore's vehicles. Even better, our own R&D will get a huge boost."
TID_MISSION_0_130_TASK_0,Acquire Fuel Cell Blueprints
TID_MISSION_0_130,Target of Opportunity
TID_MISSION_0_131_OBJECTIVE,> Robert: It's time to hit the switch and make this facility fry itself. You ready?
TID_MISSION_0_131_RECEIVING_MESSAGE,"Well done! Now, there's not much time. The radiation in this area will rise to hazardous levels any moment now. Finish what you're doing and get on the boat."
TID_MISSION_0_131_TASK_0,Start the Meltdown
TID_MISSION_0_131,Ticking Timebomb
TID_MISSION_0_132_OBJECTIVE,> Robert: Relay these orders to the strike team. Hurry up!
TID_MISSION_0_132_RECEIVING_MESSAGE,"Okay, we have our orders. Time to move again."
TID_MISSION_0_132,Take Two
TID_MISSION_0_133_OBJECTIVE,"Okay, listen up! We need to clear this area, destroy the command & control bot and set up a beachhead. This is a once in a lifetime opportunity, let's not waste it. Give them hell!"
TID_MISSION_0_133_RECEIVING_MESSAGE,> Robert: You made it! Fantastic work.
TID_MISSION_0_133_TASK_0,Kill Sentrybot
TID_MISSION_0_133,Scrap Metal
TID_MISSION_0_134_OBJECTIVE,"We've done a fair deal of tunneling to prepare for the big attack on the power plant. That Robert sure likes excavations!\n\nNow, we can't get our guys to enter the dig anymore. Go show them that they're pussies for being afraid of the dark!"
TID_MISSION_0_134_RECEIVING_MESSAGE,"Formigas? No wonder our guys were afraid. Thanks for a fine extermination job, <PLAYER_NAME>."
TID_MISSION_0_134_TASK_0,Reach Checkpoint
TID_MISSION_0_134,Alone in the Dark 1
TID_MISSION_0_135_OBJECTIVE,The guys are refusing to dig again. It seems there are \qhulking shadows\q down there. Show them what spineless cowards they are!
TID_MISSION_0_135_RECEIVING_MESSAGE,"What, muties? I was expecting more Formigas. When and where did those mutant monstrosities get into our tunnels?"
TID_MISSION_0_135_TASK_0,Reach Checkpoint
TID_MISSION_0_135,Alone in the Dark 2
TID_MISSION_0_136_OBJECTIVE,"Okay, this is getting ridiculous. Still no work being done here, this time the spineless cowards are talking about some \qslithering terror\q."
TID_MISSION_0_136_RECEIVING_MESSAGE,"You have got to be kidding me. Ants, mutants and now lizards? Where do these creatures spawn from?"
TID_MISSION_0_136_TASK_0,Reach Checkpoint
TID_MISSION_0_136,Alone in the Dark 3
TID_MISSION_0_137_OBJECTIVE,Now follow the road and find Rachel. She should be posted somewhere along the supply road.\n\nWatch out for troopers!
TID_MISSION_0_137_RECEIVING_MESSAGE,Greetings stranger.
TID_MISSION_0_137,Find Rachel
TID_MISSION_0_138_OBJECTIVE,See the cage on the right? Get your hands on those bazooka rockets and hunted becomes the hunter!\n\nGates will open if you have enough Credibility to fool the camera AI. Credibility can be gained in two ways:\n1) Have friends as mercenaries OR\n2) Wear items with Credibility bonus. Click SHOP to browse for PREMIUM CLOTHES.
TID_MISSION_0_138_RECEIVING_MESSAGE,You got them! Excellent work!\n\nWith this launcher they become usable. Have fun!
TID_MISSION_0_138,Bazookas!
TID_MISSION_0_139_OBJECTIVE,"That Grim Gonzales is a fearsome dude, but his mighty beard is also his greatest weakness. Imagine what would happen if it caught on fire?"
TID_MISSION_0_139_RECEIVING_MESSAGE,"Alright, I'll just add some gasoline and... a rag. Those will burn like crazy!\n\nHey, you have a crafting bot! That means we can make some grenades too."
TID_MISSION_0_139,Grim Gear-Up
TID_MISSION_0_140_OBJECTIVE,"You met Pretty Roger in the prison, right? He's scouting up ahead. Call him when you're ready to fight Gonzales."
TID_MISSION_0_140_RECEIVING_MESSAGE,You took out Grim Gonzales!? Wow!
TID_MISSION_0_140_TASK_0,Eliminate Grim Gonzales
TID_MISSION_0_140,Grim Reaper
TID_MISSION_0_141_OBJECTIVE,"I doubt you can face Grim Gonzales by yourself, no matter how many Grenades and Molotovs you toss at him. I saw another fugitive running around looking for help, get him on-board!"
TID_MISSION_0_141_RECEIVING_MESSAGE,"All right, the stage is set. <PLAYER_NAME>, are you ready?"
TID_MISSION_0_141,Gun for Hire
TID_MISSION_0_142_OBJECTIVE,"Hey, new guy! You got great timing, we're about to bust out of here. Make a weapon so you can fight with us."
TID_MISSION_0_142_RECEIVING_MESSAGE,"Great. Just swing that and smash any guards you see! You go ahead, I'll see you on the other side."
TID_MISSION_0_142,McGuyver Moment
TID_MISSION_0_143_OBJECTIVE,You need to craft yourself a decent gun! You seem to have plans for Custom Rifle. That'll do it just fine!
TID_MISSION_0_143_RECEIVING_MESSAGE,"Looks good! You've got the knack, I can tell. Soon you'll be crafting armor and high-tech gadgets!"
TID_MISSION_0_143,Custom Gun
TID_MISSION_0_144_OBJECTIVE,"With all these parts from dead Search Bugs lying around, you can craft an explosive surprise for Gonzales."
TID_MISSION_0_144_RECEIVING_MESSAGE,"All right, a grenade! When you see Grim, just pull the pin and throw. Easy as A, B, C!"
TID_MISSION_0_144,Pina Colada
TID_MISSION_0_145_OBJECTIVE,My twin-brother Roger is a local mercenary who helps unlucky immigrants to get away from Labycore's hands. Hire him and get out of here before it's too late!
TID_MISSION_0_145_RECEIVING_MESSAGE,Great! Get these plans for custom made rifle.
TID_MISSION_0_145,Pretty Roger
TID_MISSION_0_146_OBJECTIVE,We need to have that gate open. Go to that building and access the gate controller while I will contact my partner.
TID_MISSION_0_146_RECEIVING_MESSAGE,"You are quite a soldier, aren't you!"
TID_MISSION_0_146,Prison Bash
TID_MISSION_0_147_OBJECTIVE,I hear Grim Gonzales is in Needlewood! You'll have to get past him to reach Pirate Bay.
TID_MISSION_0_147_TALK_TASK_0,Lloyd's mech broke down? Why am I not surprised...
TID_MISSION_0_147_RECEIVING_MESSAGE,Grim Gonzales is right up ahead.
TID_MISSION_0_147_TASK_0,Find Steve
TID_MISSION_0_147,Keep Running!
TID_MISSION_0_148_OBJECTIVE,Fire is a great way to deal with a rioting crowd. Take down the targets and move to the exit.
TID_MISSION_0_148_RECEIVING_MESSAGE,"Congratulations, you passed the evaluation! All that remains is the standard LOBOTOMY OPERATION for Labycore Troopers.\n\nGet in the van, recruit!"
TID_MISSION_0_148,MISSION: Fireworks
TID_MISSION_0_149_OBJECTIVE,I have a proposal for you. Start working for us and we will reward you with resources and equipment. Only together we can take down Labycore and their allies!\nMake yourself home and get to know my crew.
TID_MISSION_0_149_RECEIVING_MESSAGE,Good to have more people to join us. I have a perfect case to test your co-operative skills.
TID_MISSION_0_149_TASK_0,Talk to Tollman
TID_MISSION_0_149,Helping Resistance
TID_MISSION_0_150_OBJECTIVE,"Hi mate. So you are willing to help us? Our trader, Javier, is in trouble with Labycore customs. He's right there in the next block."
TID_MISSION_0_150_RECEIVING_MESSAGE,Vladek told me that he would be sending someone to handle the Labycore scum and here you are! Great!
TID_MISSION_0_150_TASK_0,Talk to Javier
TID_MISSION_0_150,Helping Hand
TID_MISSION_0_151_OBJECTIVE,"I've been hunting these demons of sin for about two years now. They were created in some sick experiment. Only cake or human blood will satisfy them, and we're all out of cake!"
TID_MISSION_0_151_RECEIVING_MESSAGE,"Thank you, warrior of Dawnbreak. With the Sin Demons gone, we can have cake and chocolate milk to celebrate!"
TID_MISSION_0_151_TASK_0,Wrath Eliminated
TID_MISSION_0_151_TASK_1,Glutton Eliminated
TID_MISSION_0_151,It's a sin
TID_MISSION_0_151_TASK_2,Evny Eliminated
TID_MISSION_0_151_TASK_3,Chimera Eliminated
TID_MISSION_0_152_OBJECTIVE,The... evil creator of... the creatures... he's down there. I almost got him but... *gasp* chimera!
TID_MISSION_0_152_RECEIVING_MESSAGE,"Well done! Now, are you absolutely sure you got the right Emmett?"
TID_MISSION_0_152_TASK_0,Dr. Evil Emmett
TID_MISSION_0_152,Man behind this all
TID_MISSION_0_153_OBJECTIVE,"Hi, <PLAYER_NAME>! This room is for special guests like you. It's our way to thank you for helping us build Dawnbreak. Visit here for unique content only for beta participants!"
TID_MISSION_0_153_RECEIVING_MESSAGE,"Wear this hat proudly to show you were in Gunshine Beta. Come back soon to get access to awesome missions, boss fights and loot!"
TID_MISSION_0_153_TASK_0,Talk to Mr. Dawnbreak
TID_MISSION_0_153,Unlocked
TID_MISSION_0_154_OBJECTIVE,Did you see the news? Huge explosion on Labycore Anatomical Research and Production Unit (A.R.P.U) No one knows what's happened there. Could you take a look?
TID_MISSION_0_154_RECEIVING_MESSAGE,"Thanks for coming! I'm a Dawnbreak Independent reporter, but I'm too tired to move."
TID_MISSION_0_154_TASK_0,Find Dale
TID_MISSION_0_154,I did see that on news.
TID_MISSION_0_155_OBJECTIVE,I did hear some growling noises coming from the forest. Could you take a look? There could be people lost in the woods.
TID_MISSION_0_155_RECEIVING_MESSAGE,This place is full of death...Everybody is dead.
TID_MISSION_0_155_TASK_0,Workers Found
TID_MISSION_0_155,More information
TID_MISSION_0_156_OBJECTIVE,I'm keeping a stand here if some survivors shows up. I have meds and food for them. My friend Shane went to that bridge to look for some supplies. Can you run after him?
TID_MISSION_0_156_RECEIVING_MESSAGE,It's a dead end...you don't wanna go there. It's a terrible place. Maybe we can find help from L.A.R.P.U.?
TID_MISSION_0_156_TASK_0,Find more survivors
TID_MISSION_0_156,Is this the End?
TID_MISSION_0_157_OBJECTIVE,Could you go and take a look at that exploded L.A.R.P.U. factory? There might be some survivors there who need help.
TID_MISSION_0_157_RECEIVING_MESSAGE,What? Undead zombies? We are doomed!! We have to warn the citizens. I'm writing a story about this.
TID_MISSION_0_157_TASK_0,Explore Factory
TID_MISSION_0_157,Where did it all start
TID_MISSION_0_155_TASK_1,Survivors Found
TID_MISSION_0_158_OBJECTIVE,"You heard that we're buying fuel? That's right, we'll pay $100 for a gallon. Let me know if you find any, and I'll buy it."
TID_MISSION_0_158_RECEIVING_MESSAGE,"Yes, this will make them burn. Now there's no reason to have that look on your face, we're building a zombie trap here. That's what the gasolin is for."
TID_MISSION_0_158_TASK_0,Find fuel
TID_MISSION_0_158,That'll lighten things up
TID_MISSION_0_159_OBJECTIVE,"That fuel thing went allright, didn't it? Maybe you would also be interested in finding us parts for a detonator? Let me know if you find something we can use."
TID_MISSION_0_159_RECEIVING_MESSAGE,This should work. Good job!
TID_MISSION_0_159,What would MacGyver do
TID_MISSION_0_159_TASK_0,Gather parts for a detonator
TID_MISSION_0_160_OBJECTIVE,"Bob, our chief mechanic, also went searching for the detonator parts and he hasn't come back. We have to find him asap. Are you up for another trip outside?"
TID_MISSION_0_160_RECEIVING_MESSAGE,You saved my as... brains! Zombies are everywhere!
TID_MISSION_0_160_TASK_0,Find Bob the chief mechanic
TID_MISSION_0_160,Find Bob
TID_MISSION_0_161_OBJECTIVE,"I need brains. braaains.. braaaainss... Just kidding, we need brains for the zombie trap, that is the bait. This hospital was about to receive an organ donation shipment just before they shut down the place. See if you can find it."
TID_MISSION_0_161_RECEIVING_MESSAGE,"Awesome, those organ transportation boxes were zombie-proof!"
TID_MISSION_0_161,Brainiac
TID_MISSION_0_161_TASK_0,Scavenge for brains
TID_MISSION_0_162_OBJECTIVE,"It'll take me a while to assemble the Zombie trap. I call it the Bobinator. Cool, huh? Err.. what I was about to say, is that you should talk to Zeela, it's something about a shotgun."
TID_MISSION_0_162_RECEIVING_MESSAGE,Good that you found me. Bob the builder said that you are good at finding things. (We call him that behind his back. He's really our Chief Mechanic.)
TID_MISSION_0_162_TASK_0,Talk to Zeela
TID_MISSION_0_162,Seeking Zeela
TID_MISSION_0_163_OBJECTIVE,I'm willing to pay a fortune for this epic Headshot Shotgun I keep hearing about. They say it's made by some ex-military fellow who's got a stronghold somewhere around here. Bring that shotgun to me and I'll give you $500 for it.
TID_MISSION_0_163_RECEIVING_MESSAGE,"Geee, thanks! I mean really, this is awesome! The best weapon I've ever had. If only I could meet it's maker some day."
TID_MISSION_0_163,Headshot Shotgun
TID_MISSION_0_164_OBJECTIVE,"Bob asked me to pass you this message: \qThe Bobinator is ready!\q He said that you would know what that means, so maybe you should talk to him."
TID_MISSION_0_164_RECEIVING_MESSAGE,"Great to see you! This is a big day, big day indeed!"
TID_MISSION_0_164_TASK_0,Talk to Bob the chief mechanic
TID_MISSION_0_164,Bob means business
TID_MISSION_0_163_TASK_0,Find Headshot Shotgun
TID_MISSION_0_165_OBJECTIVE,"Dawnbreak's greates zombie trap, The Bobinator, is finally finished and ready for deployment. Would you like to have the honor of planting it? I have to warn you, Michelle Kneiffer told me that 5 huge zombies were spotted outside."
TID_MISSION_0_165_RECEIVING_MESSAGE,It's all set? Good! One more thing...
TID_MISSION_0_165,The Bobinator
TID_MISSION_0_166_OBJECTIVE,One more thing. I need to genereta some power to the The Bobinators. There is a emergency generator on downstairs. Could you go fire it up.
TID_MISSION_0_166_RECEIVING_MESSAGE,Zombie mutant?! Oh my gosh!
TID_MISSION_0_166_TASK_0,Hit the power button
TID_MISSION_0_166,The Bobinator part 2
TID_MISSION_0_165_TASK_0,Fire up the Bobinators
TID_MISSION_0_167_OBJECTIVE,"Once again, thank you so much! Before you go, Zeela wanted to talk to you."
TID_MISSION_0_167_RECEIVING_MESSAGE,"Great, Michelle told you that I was looking for you! Oh her name sounds familiar? Well according to what I have heard, she used to be a gang member, not an actress."
TID_MISSION_0_167_TASK_0,Talk to Zeela
TID_MISSION_0_167,Familiar faces
TID_MISSION_0_168_OBJECTIVE,"I heard that we are all secured here now and that doesn't give me too many opportunities to try out my new shotgun. I decided to go to Old World Hotel and see if I can find some action along the way. I could use some company, care to join me?"
TID_MISSION_0_168_RECEIVING_MESSAGE,"Here we are. And it's looking bad. Great, huh?"
TID_MISSION_0_168_TASK_0,Escort Zeela
TID_MISSION_0_168,"Places to see, zombies to kill"
TID_MISSION_0_169_OBJECTIVE,"I think I'm going to stay here for a while, this looks like a good, zombie infested spot. You should go and see if that hotel still has people in it."
TID_MISSION_0_169_RECEIVING_MESSAGE,"Hello there, I'm Amsterdam. Great to see another survivor!"
TID_MISSION_0_169,Check-in
TID_MISSION_0_170_OBJECTIVE,"Did you see anyone on your way here? A girl named Paris? She left two days ago and took with her the only key to the hotel's walk-in refrigerator. I'm getting really hungry, so can you go and get her, or at least the key?"
TID_MISSION_0_170_RECEIVING_MESSAGE,"(Note on the dead girl says: Amsterdam, if you're reading this: haa-haa! I'm finished and so are you, have fun starving to death.)"
TID_MISSION_0_170_TASK_0,Find Paris and retrieve the key
TID_MISSION_0_170,What's with the names
TID_MISSION_0_171_OBJECTIVE,(I should find that key then...)
TID_MISSION_0_171_RECEIVING_MESSAGE,"We are saved! You found the key, you are awesome!"
TID_MISSION_0_171,Key would be awesome
TID_MISSION_0_171_TASK_0,Find the key
TID_MISSION_0_172_OBJECTIVE,"By the way, I saw someone running by the window while you were out, she had a huge shotgun in her hand and she was whistling some hunting tune. You know her? Well, go get her, We could use someone like that!"
TID_MISSION_0_172_RECEIVING_MESSAGE,"Inside, you say... A walk-in refrigerator with enough ingredients for hundreds of hotel breakfasts, you say?! Sure thing. First I like to shoot more of thease undeads!"
TID_MISSION_0_172,Zeela has got a gun
TID_MISSION_0_172_TASK_0,Ask Zeela to join you
TID_MISSION_0_169_TASK_0,Go into the hotel
TID_MISSION_0_173_OBJECTIVE,"Errr. Now that we have so much people here, we are consuming astronomical amounts of propaine to cook all that food and keep that hotel generator going."
TID_MISSION_0_173_RECEIVING_MESSAGE,"You found these outside the hotel, and there were more? That's great news!"
TID_MISSION_0_173_TASK_0,Collect propaine
TID_MISSION_0_173,Fill it up
TID_MISSION_0_174_OBJECTIVE,"There must be someone hiding in upstairs, because I have heard voices from there. I mean real voices, not just some gurgling for brains. I would go myself, but I'm kind of between meals here... Will you check it out? I'll open the door for you."
TID_MISSION_0_174_RECEIVING_MESSAGE,"I was sure that the zombies were here to get us, me and my little brother Billy and my daddy Franky here. My name is Nora."
TID_MISSION_0_174,Lurking in the shadows
TID_MISSION_0_174_TASK_0,Searching..
TID_MISSION_0_175_OBJECTIVE,"It's safe downstairs? I thought that I have been smelling something delicious cooking, but I was sure that it was only my imagination...I'm hurt...I think one of them bit me..."
TID_MISSION_0_175_RECEIVING_MESSAGE,"What a sad case, one of many these days, I'm afraid. I think Nora needs some painkillers..."
TID_MISSION_0_175_TASK_0,Report to Amsterdam
TID_MISSION_0_175,All alone
TID_MISSION_0_176_TASK_0,Find painkillers
TID_MISSION_0_176,Help is on it's way
TID_MISSION_0_176_OBJECTIVE,I don't have any painkillers...but I did see survivor kits near the water when I came here.
TID_MISSION_0_176_RECEIVING_MESSAGE,"What a relief. She has been sleeping ever since you left. With some sleep and these, I'm sure she will get well soon again."
TID_MISSION_0_177,Clubbing
TID_MISSION_0_177_OBJECTIVE,"Ahh, finally someone came. We used to have a nice thing going on in here, before all this nasty zombie business started.. But now we've lost all our customers. Find us customers and I'll cut you in on a slice of the profit. What do you say?"
TID_MISSION_0_177_TALK_TASK_0,"That sound great, a night club without zombies!"
TID_MISSION_0_177_TALK_TASK_1,I hate zombies. This is all Labycore's fault.
TID_MISSION_0_177_TALK_TASK_2,"You're not a zombie, are you?"
TID_MISSION_0_177_RECEIVING_MESSAGE,"Alright! You found us customers, it's looking really good. Cheers!"
TID_MISSION_0_177_TASK_0,Find customers
TID_MISSION_0_177_TASK_1,Find customers
TID_MISSION_0_177_TASK_2,Find customers
TID_MISSION_0_178_OBJECTIVE,"People are thirsty! This zombie invasion is the best thing that has ever happened to my business! But now we're running out of liquor.. I heard that there are some drunks bottles full of vodka by the canal, get me those, will you?"
TID_MISSION_0_178_RECEIVING_MESSAGE,"Just in time, we served our last zombie free cocktail a minute ago!"
TID_MISSION_0_178,Great spirits
TID_MISSION_0_178_TASK_0,Loot liquor
TID_MISSION_0_179_OBJECTIVE,"Now that you're here, you should talk to our Bouncer, he had something on his mind."
TID_MISSION_0_179_TASK_0,Speak to the Bouncer
TID_MISSION_0_179,Ask for the Bouncer
TID_MISSION_0_179_RECEIVING_MESSAGE,"Vanilla sent you, our Club manager? I sure hope you can help me."
TID_MISSION_0_180_OBJECTIVE,"Our best bartender Kismet didn't arrive at work today, and I'm getting a bit worried. She lives close by, in that tall building by the canal. Will you go and check if she's alright?"
TID_MISSION_0_180_RECEIVING_MESSAGE,"The Bouncer sent you? To be honest, I could use some help. I've been trapped inside my house cause my boyfriend turned one of them...and invited his friends to party...they give me the creeps"
TID_MISSION_0_180_TASK_0,Find Kismet
TID_MISSION_0_180,Search for Kismet
TID_MISSION_0_181_OBJECTIVE,"Will you tag along, I'd rather not walk alone. It's a short way there, but still. Anything can happen. You go first, I try to find my gun..."
TID_MISSION_0_181_RECEIVING_MESSAGE,Hey thanks for making sure that Kismet made it here safely.
TID_MISSION_0_181,Take care of Kismet
TID_MISSION_0_181_TASK_0,Get Kismet to safty
TID_MISSION_0_174_TASK_1,Found the source of voices
TID_MISSION_0_181_TALK_TASK_0,Lock and load! Just get me to end of this corridor and I will be fine from there.
TID_MISSION_0_182_OBJECTIVE,"After that shooting happend, the murder on the dancefloor as people call it, we have decided to arm our staff to the teeth. I have a contact who can sell us the guns, but I need someone trustworthy to go and buy them."
TID_MISSION_0_182_RECEIVING_MESSAGE,"Yes, it's me, Elvis...The King of Dawnbreak. Auwieee!"
TID_MISSION_0_182,Head on your sholders
TID_MISSION_0_183_OBJECTIVE,A group of police zombies raided our customers and tried to eat their brains. That wont do! Everybody knows that you need to keep your head on your shoulders when you party.
TID_MISSION_0_183_RECEIVING_MESSAGE,I'm glad that you're here. Things aren't good.
TID_MISSION_0_183_TASK_0,Kick some police butt
TID_MISSION_0_183,Murder on the dancefloor
TID_MISSION_0_182_TASK_0,Speak to Elvis
TID_MISSION_0_184_OBJECTIVE,Sorry. I don't have guns right here. But my fixed guy can take care of this. He lives in New Napples Street
TID_MISSION_0_184_RECEIVING_MESSAGE,"If you're interested in weapons, you came to the right place."
TID_MISSION_0_184,People who know people
TID_MISSION_0_184_TASK_0,Find fixer
TID_MISSION_0_183_TASK_1,Beat Police Commissioner
